Altium Designer Pick and Place Locations
G:\Git\RUMBA-Plus\Source\Project Outputs for RUMBA_plus\Pick Place for RUMBA_plus.csv

========================================================================================================================
File Design Information:

Date:       24/05/18
Time:       14:30
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"EXP1","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","21.451","71.174","180","Header, 5-Pin, Dual row"
"LED1","YELLOW","TopLayer","LED_1608-0603","35.600","65.500","180","Hyper-Bright LED"
"LD2","GREEN","TopLayer","LED_1608-0603","130.500","36.200","270","Hyper-Bright LED"
"LD3","GREEN","TopLayer","LED_1608-0603","52.700","27.643","270","Hyper-Bright LED"
"LD4","GREEN","TopLayer","LED_1608-0603","60.700","27.643","270","Hyper-Bright LED"
"LD1","GREEN","TopLayer","LED_1608-0603","16.500","10.050","270","Hyper-Bright LED"
"Q6","PSMN1R8-40YLC","TopLayer","LFPACK","132.922","29.141","180",""
"Q1","BUK9Y21-40E","TopLayer","LFPACK","50.269","19.933","180",""
"Q2","BUK9Y21-40E","TopLayer","LFPACK","58.674","19.870","180",""
"R1","Res-0603-1M","TopLayer","RES_1608-0603","30.700","63.100","360","Resistor"
"R3","Res-0603-10K","TopLayer","RES_1608-0603","25.650","23.900","180","Resistor"
"R4","Res-0603-1K","TopLayer","RES_1608-0603","18.200","10.000","90","Resistor"
"R5","Res-0603-54K9","TopLayer","RES_1608-0603","118.723","34.044","270","Resistor"
"R6","Res-0603-10K","TopLayer","RES_1608-0603","111.040","34.247","90","Resistor"
"R7","Res-0603-22R","TopLayer","RES_1608-0603","24.498","12.095","180","Resistor"
"R8","Res-0603-22R","TopLayer","RES_1608-0603","24.498","13.941","180","Resistor"
"R11","Res-0603-10K","TopLayer","RES_1608-0603","35.500","58.000","180","Resistor"
"R12","Res-0603-10K","TopLayer","RES_1608-0603","29.050","21.850","360","Resistor"
"R13","Res-0603-1K","TopLayer","RES_1608-0603","35.600","63.900","180","Resistor"
"R14","Res-0603-1K","TopLayer","RES_1608-0603","40.589","15.851","360","Resistor"
"R15","Res-0603-1K","TopLayer","RES_1608-0603","40.584","8.971","360","Resistor"
"R16","Res-0603-1K","TopLayer","RES_1608-0603","40.584","10.691","360","Resistor"
"R17","Res-0603-1K","TopLayer","RES_1608-0603","40.584","5.531","360","Resistor"
"R18","Res-0603-1K","TopLayer","RES_1608-0603","40.584","7.251","360","Resistor"
"R21","Res-0603-10K","TopLayer","RES_1608-0603","57.756","46.708","360","Resistor"
"R22","Res-0603-100K","TopLayer","RES_1608-0603","57.273","50.314","270","Resistor"
"R23","Res-0603-10K","TopLayer","RES_1608-0603","73.021","46.708","360","Resistor"
"R24","Res-0603-100K","TopLayer","RES_1608-0603","72.615","50.238","270","Resistor"
"R25","Res-0603-10K","TopLayer","RES_1608-0603","88.058","46.606","360","Resistor"
"R26","Res-0603-100K","TopLayer","RES_1608-0603","87.778","50.238","270","Resistor"
"R27","Res-0603-10K","TopLayer","RES_1608-0603","103.272","46.581","360","Resistor"
"R28","Res-0603-100K","TopLayer","RES_1608-0603","102.993","50.238","270","Resistor"
"R29","Res-0603-10K","TopLayer","RES_1608-0603","118.462","46.631","360","Resistor"
"R30","Res-0603-100K","TopLayer","RES_1608-0603","118.221","50.262","270","Resistor"
"R31","Res-0603-22R","TopLayer","RES_1608-0603","125.700","36.200","270","Resistor"
"R33","Res-0603-1K","TopLayer","RES_1608-0603","128.900","36.200","90","Resistor"
"R34","Res-0603-22R","TopLayer","RES_1608-0603","47.751","27.643","270","Resistor"
"R35","Res-0603-100K","TopLayer","RES_1608-0603","49.402","27.643","270","Resistor"
"R36","Res-0603-1K","TopLayer","RES_1608-0603","51.053","27.643","90","Resistor"
"R37","Res-0603-22R","TopLayer","RES_1608-0603","55.727","27.643","270","Resistor"
"R38","Res-0603-100K","TopLayer","RES_1608-0603","57.378","27.643","270","Resistor"
"R39","Res-0603-1K","TopLayer","RES_1608-0603","59.029","27.643","90","Resistor"
"R40","Res-0603-4K7","TopLayer","RES_1608-0603","12.526","26.830","360","Resistor"
"R41","Res-0603-4K7","TopLayer","RES_1608-0603","12.526","29.878","360","Resistor"
"R42","Res-0603-4K7","TopLayer","RES_1608-0603","12.526","32.926","360","Resistor"
"RX","YELLOW","TopLayer","LED_1608-0603","40.652","12.411","180","Hyper-Bright LED"
"Thermistors","Header 5X2","TopLayer","HDR2X5","7.802","29.116","270","Header, 5-Pin, Dual row"
"TX","YELLOW","TopLayer","LED_1608-0603","40.652","14.131","180","Hyper-Bright LED"
"Z+","Header 3","TopLayer","HDR1X3","9.072","52.738","180","Header, 3-Pin"
"Z-","Header 3","TopLayer","HDR1X3","9.072","55.278","180","Header, 3-Pin"
"X_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","56.331","71.244","360","Screw Terminal 3.5mm 4-Way"
"X_MS","SW DIP-3","TopLayer","DIPSW_SO6","53.706","50.394","90","DIP Switch"
"X","A4988BREAKOUT","TopLayer","A4988BREAKOUT","55.849","53.286","270",""
"Y1","16MHz","TopLayer","3525_SMD_CRYSTAL","30.700","59.100","360","Crystal Oscillator"
"Y2","16MHz","TopLayer","3525_SMD_CRYSTAL","30.000","3.000","360","Crystal Oscillator"
"Y+","Header 3","TopLayer","HDR1X3","9.072","57.818","180","Header, 3-Pin"
"Y-","Header 3","TopLayer","HDR1X3","9.072","60.358","180","Header, 3-Pin"
"Y_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","71.563","71.244","360","Screw Terminal 3.5mm 4-Way"
"Y_MS","SW DIP-3","TopLayer","DIPSW_SO6","68.946","50.394","90","DIP Switch"
"X+","Header 3","TopLayer","HDR1X3","9.072","62.898","180","Header, 3-Pin"
"X-","Header 3","TopLayer","HDR1X3","9.072","65.438","180","Header, 3-Pin"
"Z_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","86.796","71.244","360","Screw Terminal 3.5mm 4-Way"
"Z_MS","SW DIP-3","TopLayer","DIPSW_SO6","84.186","50.394","90","DIP Switch"
"Z","A4988BREAKOUT","TopLayer","A4988BREAKOUT","86.366","53.286","270",""
"R43","Res-0603-4K7","TopLayer","RES_1608-0603","12.526","35.974","360","Resistor"
"EXP2","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","39.663","71.174","180","Header, 5-Pin, Dual row"
"R32","Res-0603-100K","TopLayer","RES_1608-0603","127.300","36.200","270","Resistor"
"E2_MOT","ScrewTerminal-3.5mm-4Way","TopLayer","TERM4_3.5MM","132.493","71.244","360","Screw Terminal 3.5mm 4-Way"
"E2_MS","SW DIP-3","TopLayer","DIPSW_SO6","129.998","50.394","90","DIP Switch"
"E2","A4988BREAKOUT","TopLayer","A4988BREAKOUT","132.141","53.286","270",""
"C30","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","133.522","58.810","360","Polarized Capacitor (Surface Mount)"
"R44","Res-0603-100K","TopLayer","RES_1608-0603","133.547","50.182","270","Resistor"
"R45","Res-0603-10K","TopLayer","RES_1608-0603","133.752","46.585","360","Resistor"
"Q4","BUK9Y21-40E","TopLayer","LFPACK","75.337","19.933","180",""
"Q3","BUK9Y21-40E","TopLayer","LFPACK","66.854","19.933","180",""
"R46","Res-0603-22R","TopLayer","RES_1608-0603","81.229","27.643","270","Resistor"
"R47","Res-0603-100K","TopLayer","RES_1608-0603","82.702","27.643","270","Resistor"
"R48","Res-0603-22R","TopLayer","RES_1608-0603","64.084","27.643","270","Resistor"
"R49","Res-0603-100K","TopLayer","RES_1608-0603","65.735","27.643","270","Resistor"
"D6","100V; 1.5A","TopLayer","DO-214AC","106.000","22.200","180","Diode SMD 100V 1.5A SMA"
"JTAG","Header 5X2","TopLayer","HDR2X5","51.286","37.803","180","Header, 5-Pin, Dual row"
"Reset","SW-PB","TopLayer","SW-PB_SMD_2PIN","42.200","62.200","180","SMD Tactile Switch"
"F1","Fuseholder - Mini ATC ATO 15A","TopLayer","FUSEHOLDER_-_BK-6013_-_MINI_ATC_ATO_BLADE_15A","127.080","16.004","360",""
"J2","Micro-USB B Socket","TopLayer","Micro-USB_B_Molex_105017-0001","8.175","14.100","270",""
"EXP3","Header 7X2","TopLayer","HDR2X7","29.642","27.643","180","Header, 7-Pin, Dual row"
"C31","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","98.500","34.200","270","Polarized Capacitor (Surface Mount)"
"C32","CapE-6.3-100uF-35V","TopLayer","CAP_EL_PANASONIC","96.000","3.900","90","Polarized Capacitor (Surface Mount)"
"C33","CapC-0603-100nF","TopLayer","Cap_1608-0603","94.600","21.600","180","Capacitor (Semiconductor SIM Model)"
"D8","Diode SSB44-E3","TopLayer","DO-214AA","96.400","18.400","180","Schottky Diode"
"L4","Inductor SMD 47uH 2.2A","TopLayer","SRN8040TA_SMD_INDUCTOR","95.800","11.800","90","MagneticCore Inductor with Winding Polarity Marking"
"R56","Res-0603-140K","TopLayer","RES_1608-0603","91.800","24.700","90","Resistor"
"R57","Res-0603-10K","TopLayer","RES_1608-0603","91.800","28.400","270","Resistor"
"VFA0_sel","Header 3","TopLayer","HDR1X3","79.680","17.584","90","Header, 3-Pin"
"VFA1_sel","Header 3","TopLayer","HDR1X3","88.316","17.635","90","Header, 3-Pin"
"VHE2_sel","Header 3","TopLayer","HDR1X3","71.171","17.584","90","Header, 3-Pin"
"12V","Header 2","TopLayer","HDR1X2","40.818","27.643","90","Header, 2-Pin"
"FAN0_1","Header 2","TopLayer","HDR1X2","75.467","14.488","180","Header, 2-Pin"
"FAN1_1","Header 2","TopLayer","HDR1X2","84.104","14.488","180","Header, 2-Pin"
"ENC_1","Header 4","TopLayer","HDR1X4","10.342","47.785","180","Header, 4-Pin"
"ENC_2","Header 4","TopLayer","HDR1X4","10.342","45.245","180","Header, 4-Pin"
"ENC_3","Header 4","TopLayer","HDR1X4","10.342","42.705","180","Header, 4-Pin"
"ENC_4","Header 4","TopLayer","HDR1X4","10.342","40.165","180","Header, 4-Pin"
"MAIN-PWR","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","107.101","6.078","360","Screw Terminal 5mm 2-Way"
"HB-PWR","Screw Terminal 5mm 2-Way","TopLayer","TERM2_5MM","117.083","6.078","360","Screw Terminal 5mm 2-Way"
"LD10","GREEN","TopLayer","LED_1608-0603","90.300","28.350","90","Hyper-Bright LED"
"R59","Res-0603-4K7","TopLayer","RES_1608-0603","90.300","24.700","270","Resistor"
"D7","100V; 1.5A","TopLayer","DO-214AC","136.707","16.900","270","Diode SMD 100V 1.5A SMA"
