Altium Designer Pick and Place Locations
H:\Projects\PCB Design\RUMBA32\Source\Outputs\RUMBA32_v1_1B_PickPlace.csv

========================================================================================================================
File Design Information:

Date:       07/07/20
Time:       09:36
Revision:   720da48d782fa2e850b84efe25b931f9ee367244
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R12","Resistor","TopLayer","RESC1005X40N","27.8892","58.5224","270","RES SMD 100K OHM 1% 1/16W 0402"
"LD10","","TopLayer","LED_1608-0603","35.4984","8.6553","270","LED GREEN CLEAR CHIP SMD 0603"
"R59","Resistor","TopLayer","RESC1005X40N","34.1415","8.5928","270","RES SMD 4.7K OHM 1% 1/16W 0402"
"LD8","","TopLayer","LED_1608-0603","35.4984","13.7353","270","LED GREEN CLEAR CHIP SMD 0603"
"R20","Resistor","TopLayer","RESC1005X40N","34.1415","13.6728","270","RES SMD 1K OHM 1% 1/16W 0402"
"LD9","","TopLayer","LED_1608-0603","35.4984","18.8153","270","LED GREEN CLEAR CHIP SMD 0603"
"R58","Resistor","TopLayer","RESC1005X40N","34.1415","18.7528","270","RES SMD 1K OHM 1% 1/16W 0402"
"R55","Resistor","TopLayer","RESC1005X40N","79.5667","26.3808","90","RES SMD 1K OHM 1% 1/16W 0402"
"R47","Resistor","TopLayer","RESC1005X40N","78.2866","26.3807","270","RES SMD 100K OHM 1% 1/16W 0402"
"R46","Resistor","TopLayer","RESC1005X40N","77.0166","26.3808","270","RES SMD 22 OHM 1% 1/16W 0402"
"LD7","","TopLayer","LED_1608-0603","81.0457","26.8178","270","LED GREEN CLEAR CHIP SMD 0603"
"R53","Resistor","TopLayer","RESC1005X40N","70.9821","26.3808","90","RES SMD 1K OHM 1% 1/16W 0402"
"R52","Resistor","TopLayer","RESC1005X40N","69.7021","26.3807","270","RES SMD 100K OHM 1% 1/16W 0402"
"R51","Resistor","TopLayer","RESC1005X40N","68.4321","26.3808","270","RES SMD 22 OHM 1% 1/16W 0402"
"LD6","","TopLayer","LED_1608-0603","72.4612","26.8178","270","LED GREEN CLEAR CHIP SMD 0603"
"R50","Resistor","TopLayer","RESC1005X40N","62.4992","26.3808","90","RES SMD 1K OHM 1% 1/16W 0402"
"R49","Resistor","TopLayer","RESC1005X40N","61.2191","26.3807","270","RES SMD 100K OHM 1% 1/16W 0402"
"R48","Resistor","TopLayer","RESC1005X40N","59.9491","26.3808","270","RES SMD 22 OHM 1% 1/16W 0402"
"LD5","","TopLayer","LED_1608-0603","63.9783","26.8178","270","LED GREEN CLEAR CHIP SMD 0603"
"R39","Resistor","TopLayer","RESC1005X40N","54.3191","26.3178","90","RES SMD 1K OHM 1% 1/16W 0402"
"R38","Resistor","TopLayer","RESC1005X40N","53.0390","26.3177","270","RES SMD 100K OHM 1% 1/16W 0402"
"R37","Resistor","TopLayer","RESC1005X40N","51.7690","26.3178","270","RES SMD 22 OHM 1% 1/16W 0402"
"LD4","","TopLayer","LED_1608-0603","55.7982","26.7548","270","LED GREEN CLEAR CHIP SMD 0603"
"R71","Resistor","TopLayer","RESC1005X40N","108.5389","59.6362","180","RES SMD 1K OHM 1% 1/16W 0402"
"5VDC","Header 2","TopLayer","HDR1X2-HEADER","39.3484","13.6728","90","Header, 2-Pin"
"R44","Resistor","TopLayer","RESC1005X40N","123.7971","56.1296","360","RES SMD 100K OHM 1% 1/16W 0402"
"R45","Resistor","TopLayer","RESC1005X40N","123.7971","57.8830","180","RES SMD 10K OHM 1% 1/16W 0402"
"R66","Resistor","TopLayer","RESC1005X40N","123.7971","54.3763","180","RES SMD 1K OHM 1% 1/16W 0402"
"C30","","TopLayer","CAP_EL_PANASONIC","128.6651","56.8750","360","CAP ALUM 100UF 20% 35V SMD"
"E2_DIAG","Header 2","TopLayer","HDR1X2-HEADER_Female","124.6007","62.1763","180","Header, 2-Pin, Female"
"R77","Resistor","TopLayer","RESC1005X40N","123.7971","59.6363","180","RES SMD 1K OHM 1% 1/16W 0402"
"R30","Resistor","TopLayer","RESC1005X40N","108.5389","56.1295","360","RES SMD 100K OHM 1% 1/16W 0402"
"R29","Resistor","TopLayer","RESC1005X40N","108.5389","57.8829","180","RES SMD 10K OHM 1% 1/16W 0402"
"R65","Resistor","TopLayer","RESC1005X40N","108.5389","54.3762","180","RES SMD 1K OHM 1% 1/16W 0402"
"C25","","TopLayer","CAP_EL_PANASONIC","113.4068","56.8749","360","CAP ALUM 100UF 20% 35V SMD"
"E1_DIAG","Header 2","TopLayer","HDR1X2-HEADER_Female","109.3424","62.1762","180","Header, 2-Pin, Female"
"R28","Resistor","TopLayer","RESC1005X40N","93.2806","56.1295","360","RES SMD 100K OHM 1% 1/16W 0402"
"R27","Resistor","TopLayer","RESC1005X40N","93.2806","57.8829","180","RES SMD 10K OHM 1% 1/16W 0402"
"R64","Resistor","TopLayer","RESC1005X40N","93.2806","54.3762","180","RES SMD 1K OHM 1% 1/16W 0402"
