Altium Designer Pick and Place Locations
G:\Git\RUMBA32\Source\Project Outputs for RUMBA32\Pick Place for RUMBA32.csv

========================================================================================================================
File Design Information:

Date:       23/08/18
Time:       20:45
Revision:   602c64341fa0739bdc1d208189d68529e63d3a7d
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R40","4K7 1% .1W 0603","TopLayer","RES_1608-0603","7.5264","26.8300","360","Resistor (SMD)"
"R41","4K7 1% .1W 0603","TopLayer","RES_1608-0603","7.5264","29.8780","360","Resistor (SMD)"
"R42","4K7 1% .1W 0603","TopLayer","RES_1608-0603","7.5264","32.9260","360","Resistor (SMD)"
"Thermistors","Header 5X2","TopLayer","HDR2X5","2.8020","29.1160","270","Header, 5-Pin, Dual row"
"Z+","Header 3","TopLayer","HDR1X3-HEADER","4.0716","52.7380","180","Header, 3-Pin"
"Z-","Header 3","TopLayer","HDR1X3-HEADER","4.0716","55.2780","180","Header, 3-Pin"
"X_MOT","3.5mm 4-Way","TopLayer","TERM4_3.5MM","51.3308","71.2440","360","Screw Terminal"
"Y+","Header 3","TopLayer","HDR1X3-HEADER","4.0716","57.8180","180","Header, 3-Pin"
"Y-","Header 3","TopLayer","HDR1X3-HEADER","4.0716","60.3580","180","Header, 3-Pin"
"Y_MOT","3.5mm 4-Way","TopLayer","TERM4_3.5MM","66.5632","71.2440","360","Screw Terminal"
"X+","Header 3","TopLayer","HDR1X3-HEADER","4.0716","62.8980","180","Header, 3-Pin"
"X-","Header 3","TopLayer","HDR1X3-HEADER","4.0716","65.4380","180","Header, 3-Pin"
"Z_MOT","3.5mm 4-Way","TopLayer","TERM4_3.5MM","81.7957","71.2440","360","Screw Terminal"
"R43","4K7 1% .1W 0603","TopLayer","RES_1608-0603","7.5264","35.9740","360","Resistor (SMD)"
"EXP2","Header 5X2","TopLayer","HDR2X5_EXP_INER_ONLY\","34.6626","71.1740","180","Header, 5-Pin, Dual row"
"R32","100K 5% .1W 0603","TopLayer","RES_1608-0603","123.1663","37.0463","270","Resistor (SMD)"
"E2_MOT","3.5mm 4-Way","TopLayer","TERM4_3.5MM","127.4930","71.2440","360","Screw Terminal"
"Q4","BUK9Y14-40B","TopLayer","LFPACK","70.3371","19.9334","180","N-Ch MOSFET 40V 56A LFPAK"
"Q3","BUK9Y14-40B","TopLayer","LFPACK","61.8541","19.9334","180","N-Ch MOSFET 40V 56A LFPAK"
"R46","22R 5% .1W 0603","TopLayer","RES_1608-0603","76.2292","27.6428","270","Resistor (SMD)"
"R47","100K 5% .1W 0603","TopLayer","RES_1608-0603","77.7024","27.6428","270","Resistor (SMD)"
"R48","22R 5% .1W 0603","TopLayer","RES_1608-0603","59.0840","27.6428","270","Resistor (SMD)"
"R49","100K 5% .1W 0603","TopLayer","RES_1608-0603","60.7349","27.6428","270","Resistor (SMD)"
"D6","General 1.5A 100V SMA","TopLayer","DO-214AC","100.1072","22.8962","270","Diode (SMD)"
"F1","Mini ATC ATO Blade Fuseholder","TopLayer","FUSEHOLDER_-_BK-6013_-_MINI_ATC_ATO_BLADE_15A","122.0800","16.0040","360","Fuseholder"
"J2","","TopLayer","Micro-USB_B_Molex_105017-0001","3.1750","14.1000","270","Micro-USB B Socket"
"EXP3","Header 7X2","TopLayer","HDR2X7","27.4792","3.5128","180","Header, 7-Pin, Dual row"
"C32","100uF 35V 6.3mm","TopLayer","CAP_EL_PANASONIC","89.6448","5.5702","90","Capacitor (SMD Polarised Electrolytic)"
"C33","100nF 10% 50V X7R 0603","TopLayer","Cap_1608-0603","89.6000","21.6000","180","Capacitor (SMD Ceramic)"
"D8","Schottky 4A 40V DO-214AA","TopLayer","DO-214AA","91.2000","18.4000","180","Diode (SMD)"
"L2","4.7uH 4.5A","TopLayer","SRN6045TA_SMD_Inductor","89.3575","13.0000","90","Inductor (SMD)"
"R56","140K 1% .1W 0603","TopLayer","RES_1608-0603","86.8000","24.7000","90","Resistor (SMD)"
"R57","10K 5% .1W 0603","TopLayer","RES_1608-0603","86.8000","28.4000","270","Resistor (SMD)"
"VFA0_sel","Header 3","TopLayer","HDR1X3-HEADER","74.6798","17.5844","90","Header, 3-Pin"
"VFA1_sel","Header 3","TopLayer","HDR1X3-HEADER","83.3158","17.6352","90","Header, 3-Pin"
"VHE2_sel","Header 3","TopLayer","HDR1X3-HEADER","66.1708","17.5844","90","Header, 3-Pin"
"12V","Header 2","TopLayer","HDR1X2","39.3484","11.1328","90","Header, 2-Pin"
"FAN0_1","Header 2","TopLayer","HDR1X2","70.4674","14.4884","180","Header, 2-Pin"
"FAN1_1","Header 2","TopLayer","HDR1X2","79.1036","14.4880","180","Header, 2-Pin"
"ENC_1","Header 4","TopLayer","HDR1X4","5.3420","47.7850","180","Header, 4-Pin"
"ENC_2","Header 4","TopLayer","HDR1X4","5.3420","45.2450","180","Header, 4-Pin"
"ENC_3","Header 4","TopLayer","HDR1X4","5.3420","42.7050","180","Header, 4-Pin"
"ENC_4","Header 4","TopLayer","HDR1X4","5.3420","40.1650","180","Header, 4-Pin"
"MAIN-PWR","5mm 2-Way","TopLayer","TERM2_5MM","102.1010","6.0782","360","Screw Terminal"
"HB-PWR","5mm 2-Way","TopLayer","TERM2_5MM","112.0832","6.0782","360","Screw Terminal"
"LD10","Green 0603","TopLayer","LED_1608-0603","34.0144","9.8628","180","LED (SMD)"
"R59","4K7 1% .1W 0603","TopLayer","RES_1608-0603","34.0144","11.6408","180","Resistor (SMD)"
"D7","General 1.5A 100V SMA","TopLayer","DO-214AC","131.7070","16.9000","270","Diode (SMD)"
